date;time;channel;ministry;subject;contactReason;outcome;pageTitle;forward;forwardCode
2023-09-06;10:06;Inkomend telefoongesprek;OCW;studiefinanciering;Vraag;Beantwoord;Heb ik recht op een ov-chipkaart voor studenten?;;
2023-09-06;10:07;Inkomend telefoongesprek;OCW;middelbaar beroepsonderwijs mbo;Vraag;Doorverwezen;Mbo-examens;;
2023-09-06;10:07;Inkomend telefoongesprek;JENV;veiligheidsregios en crisisbeheersing;Vraag;Beantwoord;Wat moet ik doen als de sirene gaat?;;
2023-09-06;10:08;WhatsApp;BZK;energielabel woningen en gebouwen;Vraag;Beantwoord;Hoe kan ik contact opnemen met de Helpdesk Energielabel?;;
2023-09-06;10:10;WhatsApp;JENV;nederlandse nationaliteit;Vraag;Doorverwezen;Dubbele nationaliteit;;
2023-09-06;10:13;Inkomend telefoongesprek;BUZA;immigratie naar nederland;Vraag;Beantwoord;Hoe vraag ik een Schengenvisum aan voor kort verblijf in Nederland?;;
2023-09-06;10:16;Inkomend telefoongesprek;SZW;arbeidsomstandigheden;Vraag;Doorverwezen;Arbeidsomstandigheden: veiligheid werkplek;;
2023-09-06;10:19;E-mail;BZK;woning huren;Vraag;Beantwoord;Hoeveel huur betaal ik maximaal voor mijn woning?;;
2023-09-06;10:21;Inkomend telefoongesprek;VWS;zorg en ondersteuning thuis;Vraag;Doorverwezen;Wet maatschappelijke ondersteuning (Wmo);;
2023-09-06;10:22;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Kan ik mijzelf laten inschrijven op een briefadres?;;
2023-09-06;10:23;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Beantwoord;Dubbele nationaliteit;;
2023-09-06;10:23;Inkomend telefoongesprek;JENV;paspoort en identiteitskaart;Vraag;Beantwoord;Paspoort en identiteitskaart;;
2023-09-06;10:23;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Waar kan ik een paspoort of ID-kaart aanvragen als ik in het buitenland woon?;;
2023-09-06;10:24;Inkomend telefoongesprek;SZW;koopkracht;Vraag;Beantwoord;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;;
2023-09-06;10:25;Inkomend telefoongesprek;OCW;basisonderwijs;Vraag;Doorverwezen;Wanneer moet ik mijn kind aanmelden op de basisschool?;;
2023-09-06;10:26;Inkomend telefoongesprek;EZK;koopkracht;Vraag;Doorverwezen;Hoe vraag ik tegemoetkoming aan voor de energiekosten bij een blokaansluiting?;;
2023-09-06;10:26;E-mail;SZW;-;Mening;Doorgestuurd;Uitvoeringsinstituut Werknemersverzekeringen (UWV);het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-06;10:27;Inkomend telefoongesprek;SZW;ontslag;Vraag;Beantwoord;Hoe hoog is de transitievergoeding als ik word ontslagen?;;
2023-09-06;10:28;Inkomend telefoongesprek;JENV;opvang vluchtelingen uit oekraine;Vraag;Beantwoord;Hulp aan vluchtelingen uit Oekraïne: wat kan ik doen?;;
2023-09-06;10:29;Inkomend telefoongesprek;BUZA;vakantie en reizen;Vraag;Doorverwezen;Buitenlands document legaliseren voor gebruik in Nederland;;
2023-09-06;10:30;Inkomend telefoongesprek;SZW;ouderschapsverlof;Vraag;Doorverwezen;Hoe kan ik mijn ouderschapsverlof berekenen?;;
2023-09-06;10:30;WhatsApp;FIN;belastingen voor ondernemers;Vraag;Doorverwezen;Wanneer moet ik btw in rekening brengen en afdragen?;;
2023-09-06;10:34;Inkomend telefoongesprek;SZW;algemene nabestaandenwet anw;Vraag;Beantwoord;Wanneer heb ik recht op een nabestaandenuitkering (Anw-uitkering)?;;
2023-09-06;10:34;Inkomend telefoongesprek;JENV;rechtspraak en geschiloplossing;Vraag;Beantwoord;Hoe verloopt een bestuursrechtelijke procedure?;;
2023-09-06;10:35;Inkomend telefoongesprek;SZW;ouderschapsverlof;Vraag;Beantwoord;Wanneer kan ik mijn ouderschapsverlof onderbreken of stopzetten?;;
2023-09-06;10:36;Inkomend telefoongesprek;VWS;zorg en ondersteuning thuis;Vraag;Doorverwezen;Wet maatschappelijke ondersteuning (Wmo);;
2023-09-06;10:37;E-mail;RVB;rijksoverheid;Vraag;Doorgestuurd;Rijksvastgoedbedrijf;het Rijksvastgoedbedrijf;RVB
2023-09-06;10:38;Inkomend telefoongesprek;BUZA;uitkering meenemen naar buitenland;Vraag;Beantwoord;Wat moet ik regelen als ik ga emigreren?;;
2023-09-06;10:40;Inkomend telefoongesprek;IENW;voertuigen op de weg;Vraag;Beantwoord;Regels voor elektrische steps;;
2023-09-06;10:41;Inkomend telefoongesprek;SZW;kinderopvangtoeslag;Vraag;Beantwoord;Wanneer heb ik recht op kinderopvangtoeslag?;;
2023-09-06;10:41;Inkomend telefoongesprek;SZW;arbeidsovereenkomst en cao;Vraag;Beantwoord;Welke soorten verlof zijn er?;;
2023-09-06;10:42;Inkomend telefoongesprek;EZK;koopkracht;Vraag;Doorverwezen;Wanneer krijg ik de tegemoetkoming voor de energiekosten als ik een blokaansluiting heb?;;
2023-09-06;10:42;Inkomend telefoongesprek;OCW;hoger onderwijs;Vraag;Doorverwezen;Wanneer betaal ik wettelijk collegegeld en wanneer instellingscollegegeld?;;
2023-09-06;10:45;WhatsApp;OCW;veilig leren en werken in het onderwijs;Vraag;Beantwoord;Hoe wordt pesten op school aangepakt?;;
2023-09-06;10:45;Inkomend telefoongesprek;BZK;digitale overheid;Vraag;Beantwoord;Welke informatie kan ik vinden op MijnOverheid?;;
2023-09-06;10:45;Inkomend telefoongesprek;BUZA;opvang vluchtelingen uit oekraine;Vraag;Beantwoord;Hulp aan vluchtelingen uit Oekraïne: wat kan ik doen?;;
2023-09-06;10:46;Inkomend telefoongesprek;JENV;aangifte geboorte en naamskeuze kind;Vraag;Beantwoord;Achternaam wijzigen;;
2023-09-06;10:47;Inkomend telefoongesprek;JENV;straffen en maatregelen;Vraag;Doorverwezen;Hoe hoog zijn de boetes in Nederland?;;
2023-09-06;10:48;Inkomend telefoongesprek;JENV;arbeidsovereenkomst en cao;Vraag;Doorverwezen;Verklaring Omtrent het Gedrag (VOG) aanvragen;;
2023-09-06;10:48;WhatsApp;AZ;-;Vraag;Doorgestuurd;Rijksvoorlichtingsdienst (RVD);het Ministerie van Algemene Zaken;AZ
2023-09-06;10:49;Inkomend telefoongesprek;AZ;-;Vraag;Beantwoord;Wetgeving;;
2023-09-06;10:49;Inkomend telefoongesprek;JENV;scheiden of uit elkaar gaan;Vraag;Beantwoord;Ouderschapsplan maken: wat moet ik regelen?;;
2023-09-06;10:49;E-mail;SZW;werken met arbeidsbeperking;Vraag;Doorgestuurd;Hoe hoog is de studietoeslag voor studenten met een medische beperking?;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-06;10:50;Inkomend telefoongesprek;LNV;-;Vraag;Beantwoord;Contact met het ministerie van Landbouw, Natuur en Voedselkwaliteit;;
2023-09-06;10:50;Inkomend telefoongesprek;OCW;taal en rekenen op school;Vraag;Doorgestuurd;Welke niveaus zijn er voor het rekenexamen?;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-06;10:50;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Waar kan ik een afschrift of uittreksel van de burgerlijke stand aanvragen?;;
2023-09-06;10:51;Inkomend telefoongesprek;OCW;hoger onderwijs;Vraag;Doorverwezen;Studentenreisproduct aanvragen;;
2023-09-06;10:51;E-mail;JENV;immigratie naar nederland;Vraag;Doorverwezen;Naar Nederland komen voor partner: wat moet ik regelen?;;
2023-09-06;10:52;Inkomend telefoongesprek;JENV;scheiden of uit elkaar gaan;Vraag;Beantwoord;Ouderschapsplan maken: wat moet ik regelen?;;
2023-09-06;10:53;Inkomend telefoongesprek;BZK;-;Vraag;Doorverwezen;Rijksvastgoedbedrijf;;
2023-09-06;10:53;Inkomend telefoongesprek;DEF;defensiematerieel;Vraag;Beantwoord;Ministerie van Defensie;;
2023-09-06;10:55;Inkomend telefoongesprek;SZW;zelfstandigen zonder personeel zzp;Vraag;Beantwoord;Heb ik als zelfstandig ondernemer recht op een zwangerschapsuitkering?;;
2023-09-06;10:56;E-mail;VWS;levenseinde en euthanasie;Vraag;Beantwoord;Wie kan om euthanasie vragen?;;
2023-09-06;10:59;Inkomend telefoongesprek;IENW;goederenvervoer;Vraag;Doorverwezen;Goederenvervoer over de weg;;
2023-09-06;10:59;E-mail;OCW;hoger onderwijs;Vraag;Doorgestuurd;Hoger onderwijs;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-06;10:59;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Beantwoord;Nederlander worden;;
2023-09-06;10:59;Inkomend telefoongesprek;BZK;identiteitsfraude;Vraag;Beantwoord;Welke organisaties mogen een kopie van mijn identiteitsbewijs maken?;;
2023-09-06;11:01;Inkomend telefoongesprek;OCW;leerplicht;Vraag;Doorverwezen;Leerplicht en kwalificatieplicht;;
2023-09-06;11:02;E-mail;BZK;gemeenten;Vraag;Beantwoord;Wat moet ik doen met een gevonden voorwerp?;;
2023-09-06;11:03;Inkomend telefoongesprek;SZW;armoedebestrijding;Mening;Doorgestuurd;Armoede verminderen;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-06;11:03;Facebook;JENV;buitenlandse werknemers;Vraag;Beantwoord;Welke documenten voor vreemdelingen zijn er in Nederland?;;
2023-09-06;11:06;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Beantwoord;Wie mogen mijn gegevens in de Basisregistratie Personen (BRP) inzien?;;
2023-09-06;11:08;WhatsApp;SZW;immigratie naar nederland;Vraag;Beantwoord;Moet ik als nieuwkomer inburgeren?;;
2023-09-06;11:08;Inkomend telefoongesprek;HC;woning huren;Vraag;Beantwoord;Kom ik in aanmerking voor de huurverlaging in 2023 voor lage inkomens?;;
2023-09-06;11:08;Inkomend telefoongesprek;VWS;vaccinaties;Vraag;Beantwoord;Zijn vaccinaties gratis?;;
2023-09-06;11:10;WhatsApp;SZW;koopkracht;Vraag;Doorverwezen;Hoe krijg ik geld terug van mijn energienota uit het Tijdelijk Noodfonds Energie?;;
2023-09-06;11:10;WhatsApp;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Welke gegevens staan er op mijn paspoort of identiteitskaart?;;
2023-09-06;11:12;Inkomend telefoongesprek;RVB;rijksoverheid;Vraag;Beantwoord;Rijksvastgoedbedrijf;;
2023-09-06;11:13;Inkomend telefoongesprek;DEF;krijgsmacht;Vraag;Doorverwezen;DienstenCentrum Human Resources (DC HR);;
2023-09-06;11:13;WhatsApp;OCW;-;Vraag;Doorverwezen;Dienst Uitvoering Subsidies aan Instellingen (DUS-I);;
2023-09-06;11:13;Inkomend telefoongesprek;VWS;mantelzorg;Vraag;Beantwoord;Wanneer ben ik mantelzorger?;;
2023-09-06;11:13;Inkomend telefoongesprek;JENV;arbeidsovereenkomst en cao;Vraag;Doorverwezen;Hoe vraag ik een Verklaring Omtrent het Gedrag (VOG) aan?;;
2023-09-06;11:13;WhatsApp;BUZA;paspoort en identiteitskaart;Vraag;Doorverwezen;Welk reisdocument heb ik nodig als ik naar het buitenland reis?;;
2023-09-06;11:13;E-mail;OCW;werken in het onderwijs;Vraag;Beantwoord;Dienst Uitvoering Onderwijs (DUO) Zakelijk;;
2023-09-06;11:15;Inkomend telefoongesprek;SZW;arbeidsomstandigheden;Vraag;Doorverwezen;Bij welke temperatuur in de zomer is het nog verantwoord om te werken?;;
2023-09-06;11:16;Inkomend telefoongesprek;VWS;persoonsgebonden budget pgb;Vraag;Beantwoord;Persoonsgebonden budget (pgb);;
2023-09-06;11:18;Inkomend telefoongesprek;BZK;overlijden;Vraag;Doorverwezen;Overlijden: wat moet ik regelen?;;
2023-09-06;11:19;Inkomend telefoongesprek;VWS;werken in de zorg;Vraag;Beantwoord;BIG-register inzien;;
2023-09-06;11:19;Inkomend telefoongesprek;OCW;basisonderwijs;Vraag;Beantwoord;Kerndoelenboekje basisonderwijs;;
2023-09-06;11:20;Inkomend telefoongesprek;SZW;internationale sociale zekerheid;Vraag;Doorverwezen;Sociale zekerheid voor grensarbeiders;;
2023-09-06;11:22;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Taken van een gemeente;;
2023-09-06;11:22;Inkomend telefoongesprek;SZW;geboorteverlof partnerverlof;Vraag;Beantwoord;Geboorteverlof (partnerverlof);;
2023-09-06;11:23;Inkomend telefoongesprek;VWS;beschermd wonen en maatschappelijke opvang;Rappel;Doorgestuurd;Beschermd wonen voor kwetsbare mensen;het Ministerie van Volksgezondheid, Welzijn en Sport;VWS
2023-09-06;11:24;WhatsApp;JENV;scheiden of uit elkaar gaan;Vraag;Doorverwezen;Kan ik in Nederland scheiden van mijn buitenlandse partner?;;
2023-09-06;11:26;E-mail;BUZA;ontwikkelingssamenwerking;Vraag;Beantwoord;Ontwikkelingssamenwerking;;
2023-09-06;11:26;Inkomend telefoongesprek;DEF;-;Vraag;Doorverwezen;Zakendoen met Defensie;;
2023-09-06;11:30;Inkomend telefoongesprek;DEF;defensiematerieel;Vraag;Beantwoord;Ministerie van Defensie;;
2023-09-06;11:31;Inkomend telefoongesprek;SZW;financien gemeenten en provincies;Rappel;Doorgestuurd;Voorlopige bijstandsbudgetten 2023 en definitieve budgetten 2022 bekend;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-06;11:32;Inkomend telefoongesprek;HC;woning huren;Vraag;Beantwoord;Welke rechten en plichten heb ik als huurder?;;
2023-09-06;11:32;E-mail;DEF;defensieterreinen;Vraag;Beantwoord;Waar kan ik melding maken van geluidsoverlast van militaire vliegtuigen?;;
2023-09-06;11:34;E-mail;VWS;zorgverzekering;Vraag;Beantwoord;Wat kan ik doen als ik veel zorgkosten heb?;;
2023-09-06;11:35;Inkomend telefoongesprek;HC;woning huren;Vraag;Beantwoord;Welke afspraken staan er in het huurcontract van mijn woning?;;
2023-09-06;11:35;Inkomend telefoongesprek;OCW;basisonderwijs;Vraag;Doorgestuurd;Wat zijn de kosten voor de basisschool van mijn kind?;de Onderwijsinspectie;OCW-OWI
2023-09-06;11:35;WhatsApp;EZK;koopkracht;Vraag;Beantwoord;Hoe vraag ik tegemoetkoming aan voor de energiekosten bij een blokaansluiting?;;
2023-09-06;11:36;Inkomend telefoongesprek;SZW;arbeidsomstandigheden;Vraag;Doorverwezen;Arbeidsomstandigheden;;
2023-09-06;11:37;Inkomend telefoongesprek;SZW;ouderschapsverlof;Vraag;Doorverwezen;Hoe kan ik ouderschapsverlof aanvragen?;;
2023-09-06;11:37;Inkomend telefoongesprek;JENV;buitenlandse werknemers;Vraag;Beantwoord;Mag ik personeel uit het buitenland in dienst nemen?;;
2023-09-06;11:39;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Beantwoord;Wat heb ik nodig als ik mijn medicijnen meeneem op reis?;;
2023-09-06;11:39;Inkomend telefoongesprek;IENW;afval;Vraag;Beantwoord;Waar kan ik klein chemisch afval (kca) inleveren?;;
2023-09-06;11:39;Inkomend telefoongesprek;IENW;rijbewijs;Vraag;Beantwoord;Wat moet ik doen als mijn rijbewijs is gestolen of als ik hem heb verloren?;;
2023-09-06;11:40;Inkomend telefoongesprek;VWS;-;Vraag;Beantwoord;CAK;;
2023-09-06;11:41;Inkomend telefoongesprek;BUZA;uitkering meenemen naar buitenland;Vraag;Doorverwezen;Wat moet ik regelen als ik ga emigreren?;;
2023-09-06;11:41;E-mail;SZW;armoedebestrijding;Vraag;Beantwoord;Kan ik ondersteuning krijgen bij een laag inkomen?;;
2023-09-06;11:41;Inkomend telefoongesprek;VWS;-;Vraag;Doorgestuurd;Het Juiste Loket;het Ministerie van Volksgezondheid, Welzijn en Sport;VWS
2023-09-06;11:42;Inkomend telefoongesprek;IENW;gevaarlijke stoffen;Vraag;Beantwoord;Wat is REACH?;;
2023-09-06;11:42;Inkomend telefoongesprek;VWS;persoonsgebonden budget pgb;Vraag;Doorverwezen;Ik wil pgb-zorg geven als zelfstandig zorgverlener. Wat moet ik regelen?;;
2023-09-06;11:44;Inkomend telefoongesprek;SZW;geboorteverlof partnerverlof;Vraag;Beantwoord;Hoe vraag ik aanvullend geboorteverlof aan bij mijn werk?;;
2023-09-06;11:45;Inkomend telefoongesprek;BZK;huurwoning zoeken;Vraag;Beantwoord;Wanneer kan de verhuurder mij een tijdelijk huurcontract aanbieden?;;
2023-09-06;11:46;WhatsApp;OCW;studiefinanciering;Vraag;Beantwoord;Heb ik recht op een ov-chipkaart voor studenten?;;
2023-09-06;11:47;Inkomend telefoongesprek;OCW;hoger onderwijs;Vraag;Beantwoord;Studeren: wat moet ik regelen?;;
2023-09-06;11:47;Inkomend telefoongesprek;JENV;curatele bewind en mentorschap;Vraag;Beantwoord;Wat kan ik doen als (ik vermoed dat) mijn bewindvoerder, curator of mentor onbetrouwbaar is?;;
2023-09-06;11:47;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Doorverwezen;Basisregistratie Personen (BRP);;
2023-09-06;11:48;Inkomend telefoongesprek;JENV;armoedebestrijding;Vraag;Doorverwezen;Faillissement, surseance en schuldsanering in Insolventieregister controleren;;
2023-09-06;11:48;Inkomend telefoongesprek;VWS;kwaliteit van de zorg;Vraag;Beantwoord;Kwaliteitseisen zorginstellingen;;
2023-09-06;11:50;WhatsApp;BUZA;-;Vraag;Beantwoord;Contact met het ministerie van Buitenlandse Zaken;;
2023-09-06;11:50;Inkomend telefoongesprek;IENW;rijbewijs;Vraag;Doorverwezen;Mag ik met mijn buitenlandse rijbewijs in Nederland rijden?;;
2023-09-06;11:52;WhatsApp;VWS;kwaliteit van de zorg;Vraag;Doorverwezen;Wet toetreding zorgaanbieders (Wtza);;
2023-09-06;11:52;Inkomend telefoongesprek;JENV;arbeidsovereenkomst en cao;Vraag;Beantwoord;Hoe vraag ik een Verklaring Omtrent het Gedrag (VOG) aan?;;
2023-09-06;11:53;Inkomend telefoongesprek;OCW;voortgezet onderwijs;Vraag;Doorverwezen;Kan ik mijn diploma of cijferlijst vervangen bij verlies, naamswijziging of geslachtsverandering?;;
2023-09-06;11:54;WhatsApp;SZW;arbeidsovereenkomst en cao;Vraag;Doorverwezen;Hoe krijg ik inkomen als mijn werkgever financiële problemen heeft?;;
2023-09-06;11:55;WhatsApp;VWS;persoonsgebonden budget pgb;Vraag;Beantwoord;Waar vraag ik een persoonsgebonden budget (pgb) aan?;;
2023-09-06;11:56;Inkomend telefoongesprek;SZW;geboorteverlof partnerverlof;Vraag;Beantwoord;Hoe vraag ik aanvullend geboorteverlof aan bij mijn werk?;;
2023-09-06;11:56;E-mail;DEF;defensiepersoneel;Vraag;Doorverwezen;Defensiepersoneel;;
2023-09-06;11:56;Inkomend telefoongesprek;BUZA;immigratie naar nederland;Vraag;Beantwoord;Hoe vraag ik een Schengenvisum aan voor kort verblijf in Nederland?;;
2023-09-06;11:57;Inkomend telefoongesprek;IENW;mobiliteit nu en in de toekomst;Vraag;Onduidelijke vraag -> Terugbellen;Grote werkgevers op weg naar schonere kilometers;;
2023-09-06;11:57;WhatsApp;DEF;reizen met kinderen;Vraag;Doorverwezen;Heb ik toestemming nodig om alleen met mijn kind te reizen?;;
2023-09-06;11:59;Inkomend telefoongesprek;JENV;adoptie;Vraag;Beantwoord;Kan ik als adoptiekind de adoptie ongedaan maken?;;
2023-09-06;11:59;WhatsApp;EZK;bescherming van consumenten;Vraag;Doorverwezen;Handelsregister (Kamer van Koophandel) inzien;;
2023-09-06;12:00;Inkomend telefoongesprek;DEF;-;Vraag;Doorgestuurd;Contact met het ministerie van Defensie;het Ministerie van Defensie;DEF
2023-09-06;12:00;E-mail;OCW;hoger onderwijs;Vraag;Doorgestuurd;Hoeveel studiefinanciering kan ik krijgen nu de basisbeurs weer is ingevoerd?;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-06;12:00;WhatsApp;JENV;immigratie naar nederland;Vraag;Beantwoord;Immigratie naar Nederland;;
2023-09-06;12:03;Inkomend telefoongesprek;OCW;leerplicht;Vraag;Beantwoord;Leerplicht;;
2023-09-06;12:04;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Kan ik mijzelf laten inschrijven op een briefadres?;;
2023-09-06;12:05;WhatsApp;EZK;energie thuis;Vraag;Beantwoord;Plan kabinet: afbouw salderingsregeling zonnepanelen;;
2023-09-06;12:05;E-mail;SZW;bijbaan vakantiewerk en stage door jongeren;Vraag;Beantwoord;Regels bij stages en maatschappelijke stages;;
2023-09-06;12:07;WhatsApp;IENW;belasting op auto en motor;Vraag;Doorverwezen;Motorrijtuigenbelasting (mrb) betalen;;
2023-09-06;12:09;WhatsApp;OCW;veilig leren en werken in het onderwijs;Vraag;Doorgestuurd;Hoe wordt pesten op school aangepakt?;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-06;12:09;Inkomend telefoongesprek;OCW;hoger onderwijs;Vraag;Beantwoord;Studentenreisproduct aanvragen;;
2023-09-06;12:10;Inkomend telefoongesprek;SZW;arbeidsovereenkomst en cao;Vraag;Beantwoord;Wanneer mag ik mijn arbeidsplaats wijzigen?;;
2023-09-06;12:11;WhatsApp;VWS;coronavirus covid-19;Mening;Doorgestuurd;Adviezen om luchtweginfecties te voorkomen;het Ministerie van Volksgezondheid, Welzijn en Sport;VWS
2023-09-06;12:12;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Waar kan ik een afschrift of uittreksel van de burgerlijke stand aanvragen?;;
2023-09-06;12:13;WhatsApp;JENV;opvang vluchtelingen uit oekraine;Vraag;Beantwoord;Aankomst, registratie en verblijf van vluchtelingen uit Oekraïne;;
2023-09-06;12:13;WhatsApp;OCW;werken in het onderwijs;Vraag;Beantwoord;Wanneer ben ik als leraar bevoegd of benoembaar in het voorgezet onderwijs?;;
2023-09-06;12:15;WhatsApp;JENV;scheiden of uit elkaar gaan;Vraag;Beantwoord;Kan ik in Nederland scheiden van mijn buitenlandse partner?;;
2023-09-06;12:17;Inkomend telefoongesprek;DEF;defensiepersoneel;Vraag;Doorverwezen;Defensiepersoneel;;
2023-09-06;12:18;Inkomend telefoongesprek;FIN;kwaliteit en integriteit overheidsinstanties;Vraag;Doorverwezen;Ministerie van Financiën;;
2023-09-06;12:18;Inkomend telefoongesprek;SZW;leven lang ontwikkelen;Vraag;Doorgestuurd;SLIM-regeling;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-06;12:18;WhatsApp;JENV;cybercrime en cybersecurity;Vraag;Beantwoord;Cybercrime en cybersecurity;;
2023-09-06;12:19;Inkomend telefoongesprek;BUZA;immigratie naar nederland;Vraag;Doorverwezen;Hoe vraag ik een visum voor Nederland aan?;;
2023-09-06;12:20;Inkomend telefoongesprek;HC;woning huren;Vraag;Doorverwezen;Wat is de maximale huurverhoging in 2021?;;
2023-09-06;12:21;Inkomend telefoongesprek;EZK;overvallen straatroof en woninginbraak;Vraag;Doorverwezen;Regels cameratoezicht;;
2023-09-06;12:23;E-mail;IENW;openbaar vervoer ov;Vraag;Beantwoord;Waar kan ik een klacht indienen over het openbaar vervoer (ov)?;;
2023-09-06;12:24;Inkomend telefoongesprek;SZW;aow;Vraag;Doorverwezen;Voor welke sociale verzekeringen ben ik verplicht verzekerd?;;
2023-09-06;12:24;Inkomend telefoongesprek;VWS;vaccinatie tegen het coronavirus;Vraag;Doorverwezen;Vaccinatie tegen het coronavirus;;
2023-09-06;12:24;E-mail;SZW;buitenlandse werknemers;Vraag;Beantwoord;Vergunningen buitenlandse werknemers;;
2023-09-06;12:26;E-mail;JENV;terugkeer vreemdelingen;Vraag;Beantwoord;Opheffing inreisverbod Nederland aanvragen;;
2023-09-06;12:28;WhatsApp;JENV;arbeidsovereenkomst en cao;Vraag;Doorverwezen;Verklaring Omtrent het Gedrag (VOG) aanvragen;;
2023-09-06;12:29;WhatsApp;SZW;leven lang ontwikkelen;Vraag;Beantwoord;STAP-budget voor scholing en ontwikkeling;;
2023-09-06;12:30;Inkomend telefoongesprek;OCW;leerplicht;Vraag;Doorverwezen;Leerplicht;;
2023-09-06;12:30;Inkomend telefoongesprek;BZK;digitale overheid;Vraag;Doorverwezen;Aanvragen DigiD buiten Nederland;;
2023-09-06;12:30;Inkomend telefoongesprek;BZK;-;Vraag;Doorgestuurd;Contact met het ministerie van Binnenlandse Zaken en Koninkrijksrelaties;het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties;BZK
2023-09-06;12:31;WhatsApp;BZK;energielabel woningen en gebouwen;Vraag;Doorverwezen;Hoe kom ik als huiseigenaar aan een energielabel voor mijn woning?;;
2023-09-06;12:34;Inkomend telefoongesprek;OCW;voortgezet onderwijs;Vraag;Beantwoord;Wat zijn de kosten voor mijn kind in het voortgezet onderwijs?;;
2023-09-06;12:34;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Doorverwezen;Wat moet ik doen als ik mijn paspoort of identiteitskaart kwijt ben?;;
2023-09-06;12:35;Inkomend telefoongesprek;OCW;middelbaar beroepsonderwijs mbo;Vraag;Beantwoord;Kosten mbo-opleiding;;
2023-09-06;12:36;Inkomend telefoongesprek;SZW;-;Vraag;Beantwoord;DUO Servicecentrum Inburgering;;
2023-09-06;12:38;Inkomend telefoongesprek;JENV;aangifte geboorte en naamskeuze kind;Vraag;Beantwoord;Hoe kan ik een spelfout in de geboorteakte laten verbeteren?;;
2023-09-06;12:38;Inkomend telefoongesprek;BZK;woning huren;Vraag;Doorverwezen;Hoeveel huur betaal ik maximaal voor mijn woning?;;
2023-09-06;12:38;Inkomend telefoongesprek;JENV;immigratie naar nederland;Vraag;Beantwoord;Immigratie naar Nederland;;
2023-09-06;12:39;Inkomend telefoongesprek;JENV;identificatieplicht;Vraag;Beantwoord;Moet ik mij identificeren om medische zorg te ontvangen?;;
2023-09-06;12:40;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Beantwoord;Dubbele nationaliteit;;
2023-09-06;12:42;Uitgaand telefoongesprek;LNV;wetgeving;Vraag;Beantwoord;Waar vind ik wetten, officiële regelingen en verdragen?;;
2023-09-06;12:44;E-mail;JENV;straffen en maatregelen;Vraag;Beantwoord;Welke rechten heb ik als ik in de gevangenis zit?;;
2023-09-06;12:46;WhatsApp;BZK;identificatieplicht;Vraag;Beantwoord;Wat moet ik als werkgever doen om te voldoen aan de identificatieplicht?;;
2023-09-06;12:46;Inkomend telefoongesprek;DEF;defensiematerieel;Vraag;Beantwoord;Ministerie van Defensie;;
2023-09-06;12:47;Inkomend telefoongesprek;DEF;-;Vraag;Geen actie;Contact met het ministerie van Defensie;;
2023-09-06;12:48;Inkomend telefoongesprek;DEF;paspoort en identiteitskaart;Vraag;Beantwoord;Wanneer en hoe kan ik een noodpaspoort krijgen?;;
2023-09-06;12:48;WhatsApp;JENV;arbeidsovereenkomst en cao;Vraag;Beantwoord;Hoe vraag ik een Verklaring Omtrent het Gedrag (VOG) aan?;;
2023-09-06;12:49;Inkomend telefoongesprek;LNV;voeding;Vraag;Doorverwezen;Wat moet er op het etiket van voedingsmiddelen staan?;;
2023-09-06;12:51;Inkomend telefoongesprek;DEF;-;Vraag;Geen actie;Contact met het ministerie van Defensie;;
2023-09-06;12:54;Inkomend telefoongesprek;BZK;bouwregelgeving;Vraag;Doorverwezen;Waar kan ik vragen stellen over de regels voor bouwen en verbouwen?;;
2023-09-06;12:55;Inkomend telefoongesprek;HC;huurwoning zoeken;Vraag;Beantwoord;Behoud van betaalbare huurwoningen door maximering WOZ-waarde in puntentelling van de woning;;
2023-09-06;12:56;E-mail;OCW;basisonderwijs;Vraag;Beantwoord;Hoe kan ik een klacht indienen over school?;;
